Capabilities,Domain,Skill,Tactic,Technique,SUB-Technique,Windows,Linux,Cloud,MAC OS,Beginner,Intermediate,Expert,Ninja,Reference,
Predict,Security Assesment,OS Penetration Testing,Discovery,Remote System Discovery T1018,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1018/,
Predict,Security Assesment,OS Penetration Testing,Discovery,Software Discovery T1518,Security Software Discovery T1518.001,,,,,,,,,https://attack.mitre.org/techniques/T1518/001/,
Predict,Security Assesment,OS Penetration Testing,Discovery,System Information Discovery T1082,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1082/,
Predict,Security Assesment,OS Penetration Testing,Discovery,System Location Discovery T1614,System Language Discovery T1614.001,,,,,,,,,https://attack.mitre.org/techniques/T1614/001/,
Predict,Security Assesment,OS Penetration Testing,Discovery,System Network Configuration Discovery T1016,Internet Connection Discovery T1016.001,,,,,,,,,https://attack.mitre.org/techniques/T1016/001/,
Predict,Security Assesment,OS Penetration Testing,Discovery,System Network Connections Discovery T1049,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1049/,
Predict,Security Assesment,OS Penetration Testing,Discovery,"System Owner,User Discovery T1033",No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1033/,
Predict,Security Assesment,OS Penetration Testing,Discovery,System Service Discovery T1007,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1007/,
Predict,Security Assesment,OS Penetration Testing,Discovery,System Time Discovery T1124,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1124/,
Predict,Security Assesment,OS Penetration Testing,Discovery,"Virtualization, Sandbox Evasion T1497",System Checks T1497.001,,,,,,,,,https://attack.mitre.org/techniques/T1497/001/,
Predict,Security Assesment,OS Penetration Testing,Discovery,"Virtualization, Sandbox Evasion T1497",User Activity Based Checks T1497.002,,,,,,,,,https://attack.mitre.org/techniques/T1497/002/,
Predict,Security Assesment,OS Penetration Testing,Discovery,"Virtualization, Sandbox Evasion T1497",Time Based Evasion T1497.003,,,,,,,,,https://attack.mitre.org/techniques/T1497/003/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Exploitation of Remote Services T1210,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1210/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Internal Spearphishing T1534,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1534/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Lateral Tool Transfer T1570,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1570/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Service Session Hijacking T1563,SSH Hijacking T1563.001,,,,,,,,,https://attack.mitre.org/techniques/T1563/001/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Service Session Hijacking T1563,RDP Hijacking T1563.002,,,,,,,,,https://attack.mitre.org/techniques/T1563/002/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Services T1021,Remote Desktop Protocol T1021.001,,,,,,,,,https://attack.mitre.org/techniques/T1021/001/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Services T1021,SMBWindows Admin Shares T1021.002,,,,,,,,,https://attack.mitre.org/techniques/T1021/002/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Services T1021,Distributed Component Object Model T1021.003,,,,,,,,,https://attack.mitre.org/techniques/T1021/003/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Services T1021,SSH T1021.004,,,,,,,,,https://attack.mitre.org/techniques/T1021/004/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Services T1021,VNC T1021.005,,,,,,,,,https://attack.mitre.org/techniques/T1021/005/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Remote Services T1021,Windows Remote Management T1021.006,,,,,,,,,https://attack.mitre.org/techniques/T1021/006/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Replication Through Removable Media T1091,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1091/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Software Deployment Tools-T1072,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1072/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Taint Shared Content T1080,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1080/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Use Alternate Authentication Material T1550,Application Access Token T1550.001,,,,,,,,,https://attack.mitre.org/techniques/T1550/001/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Use Alternate Authentication Material T1550,Pass the Hash T1550.002,,,,,,,,,https://attack.mitre.org/techniques/T1550/002/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Use Alternate Authentication Material T1550,Pass the Ticket T1550.003,,,,,,,,,https://attack.mitre.org/techniques/T1550/003/,
Predict,Security Assesment,OS Penetration Testing,Lateral Movement,Use Alternate Authentication Material T1550,Web Session Cookie T1550.004,,,,,,,,,https://attack.mitre.org/techniques/T1550/004/,
Predict,Security Assesment,OS Penetration Testing,Collection,Adversary-in-the-Middle T1557,LLMNR.NBT-NS Poisoning and SMB Relay T1557.001,,,,,,,,,https://attack.mitre.org/techniques/T1557/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Adversary-in-the-Middle T1557,ARP Cache Poisoning T1557.002,,,,,,,,,https://attack.mitre.org/techniques/T1557/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Archive Collected Data T1560,Archive via Utility T1560.001,,,,,,,,,https://attack.mitre.org/techniques/T1560/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Archive Collected Data T1560,Archive via Library T1560.002,,,,,,,,,https://attack.mitre.org/techniques/T1560/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Archive Collected Data T1560,Archive via Custom Method T1560.003,,,,,,,,,https://attack.mitre.org/techniques/T1560/003/,
Predict,Security Assesment,OS Penetration Testing,Collection,Audio Capture T1123,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1123/,
Predict,Security Assesment,OS Penetration Testing,Collection,Automated Collection T1119,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1119/,
Predict,Security Assesment,OS Penetration Testing,Collection,Browser Session Hijacking T1185,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1185/,
Predict,Security Assesment,OS Penetration Testing,Collection,Clipboard Data T1115,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1115/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Cloud Storage Object T1530,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1530/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Configuration Repository T1602,SNMP (MIB Dump) T1602.001,,,,,,,,,https://attack.mitre.org/techniques/T1602/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Configuration Repository T1602,Network Device Configuration Dump T1602.002,,,,,,,,,https://attack.mitre.org/techniques/T1602/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Information Repositories T1213,Confluence T1213.001,,,,,,,,,https://attack.mitre.org/techniques/T1213/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Information Repositories T1213,Sharepoint T1213.002,,,,,,,,,https://attack.mitre.org/techniques/T1213/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Information Repositories T1213,Code Repositories T1213.003,,,,,,,,,https://attack.mitre.org/techniques/T1213/003/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Local System T1005,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1005/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Network Shared Drive T1039,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1039/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data from Removable Media T1025,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1025/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data Staged T1074,Local Data Staging T1074.001,,,,,,,,,https://attack.mitre.org/techniques/T1074/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Data Staged T1074,Remote Data Staging T1074.002,,,,,,,,,https://attack.mitre.org/techniques/T1074/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Email Collection T1114,Local Email Collection T1114.001,,,,,,,,,https://attack.mitre.org/techniques/T1114/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Email Collection T1114,Remote Email Collection T1114.002,,,,,,,,,https://attack.mitre.org/techniques/T1114/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Email Collection T1114,Email Forwarding Rule T1114.003,,,,,,,,,https://attack.mitre.org/techniques/T1114/003/,
Predict,Security Assesment,OS Penetration Testing,Collection,Input Capture T1056,Keylogging T1056.001,,,,,,,,,https://attack.mitre.org/techniques/T1056/001/,
Predict,Security Assesment,OS Penetration Testing,Collection,Input Capture T1056,GUI Input Capture T1056.002,,,,,,,,,https://attack.mitre.org/techniques/T1056/002/,
Predict,Security Assesment,OS Penetration Testing,Collection,Input Capture T1056,Web Portal Capture T1056.003,,,,,,,,,https://attack.mitre.org/techniques/T1056/003/,
Predict,Security Assesment,OS Penetration Testing,Collection,Input Capture T1056,Credential API Hooking T1056.004,,,,,,,,,https://attack.mitre.org/techniques/T1056/004/,
Predict,Security Assesment,OS Penetration Testing,Collection,Screen Capture T1113,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1113/,
Predict,Security Assesment,OS Penetration Testing,Collection,Video Capture T1125,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1125/,
Predict,Security Assesment,OS Penetration Testing,Collection,Video Capture T1125,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1125/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Application Layer Protocol T1071,Web Protocols T1071.001,,,,,,,,,https://attack.mitre.org/techniques/T1071/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Application Layer Protocol T1071,File Transfer Protocols T1071.002,,,,,,,,,https://attack.mitre.org/techniques/T1071/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Application Layer Protocol T1071,Mail Protocols 1071.003,,,,,,,,,https://attack.mitre.org/techniques/T1071/003/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Application Layer Protocol T1071,DNS 1071.004,,,,,,,,,https://attack.mitre.org/techniques/T1071/004/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Communication Through Removable Media T1092,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1092/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Data Encoding T1132,Standard Encoding T1132.001,,,,,,,,,https://attack.mitre.org/techniques/T1132/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Data Encoding T1132,Non-Standard Encoding T1132.002,,,,,,,,,https://attack.mitre.org/techniques/T1132/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Data Obfuscation T1001,Junk Data T1001.001,,,,,,,,,https://attack.mitre.org/techniques/T1001/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Data Obfuscation T1001,Steganography T1001.002,,,,,,,,,https://attack.mitre.org/techniques/T1001/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Data Obfuscation T1001,Protocol Impersonation T1001.003,,,,,,,,,https://attack.mitre.org/techniques/T1001/003/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Dynamic Resolution T1568,Fast Flux DNS T1568.001,,,,,,,,,https://attack.mitre.org/techniques/T1568/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Dynamic Resolution T1568,Domain Generation Algorithms T1568.002,,,,,,,,,https://attack.mitre.org/techniques/T1568/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Dynamic Resolution T1568,DNS Calculation T1568.003,,,,,,,,,https://attack.mitre.org/techniques/T1568/003/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Encrypted Channel T1573,Symmetric Cryptography T1573.001,,,,,,,,,https://attack.mitre.org/techniques/T1573/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Encrypted Channel T1573,Asymmetric Cryptography T1573.002,,,,,,,,,https://attack.mitre.org/techniques/T1573/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Fallback Channels T1008,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1008/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Ingress Tool Transfer T1105,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1105/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Multi-Stage Channels T1104,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1104/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Non-Application Layer Protocol T1095,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1095/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Non-Standard Port  T1571,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1571/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Protocol Tunneling T1572,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1572/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Proxy T1090,Internal Proxy T1090.001,,,,,,,,,https://attack.mitre.org/techniques/T1090/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Proxy T1090,External Proxy T1090.002,,,,,,,,,https://attack.mitre.org/techniques/T1090/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Proxy T1090,Multi-hop Proxy T1090.003,,,,,,,,,https://attack.mitre.org/techniques/T1090/003/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Proxy T1090,Domain Fronting T1090.004,,,,,,,,,https://attack.mitre.org/techniques/T1090/004/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Remote Access Software T1219,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1219/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Traffic Signaling T1205,Port Knocking T1205.001,,,,,,,,,https://attack.mitre.org/techniques/T1205/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Web Service T1102,Dead Drop Resolver T 1102.001,,,,,,,,,https://attack.mitre.org/techniques/T1102/001/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Web Service T1102,Bidirectional Communication T1102.002,,,,,,,,,https://attack.mitre.org/techniques/T1102/002/,
Predict,Security Assesment,OS Penetration Testing,Command and Control,Web Service T1102,One-Way Communication T1102.003,,,,,,,,,https://attack.mitre.org/techniques/T1102/003/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Automated Exfiltration T1020,Traffic Duplication T1020.001,,,,,,,,,https://attack.mitre.org/techniques/T1020/001/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Data Transfer Size Limits T1030,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1030/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Alternative Protocol T1048,Exfiltration Over Symmetric Encrypted Non-C2 Protocol T1048.001,,,,,,,,,https://attack.mitre.org/techniques/T1048/001/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Alternative Protocol T1048,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol T1048.002,,,,,,,,,https://attack.mitre.org/techniques/T1048/002/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Alternative Protocol T1048,"Exfiltration Over Unencrypted, Obfuscated Non-C2 Protocol T1048.003",,,,,,,,,https://attack.mitre.org/techniques/T1048/003/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over C2 Channel T1041,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1041/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Other Network Medium T1011,Exfiltration Over Bluetooth T1011.001,,,,,,,,,https://attack.mitre.org/techniques/T1011/001/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Physical Medium T1052,Exfiltration over USB T1052.001,,,,,,,,,https://attack.mitre.org/techniques/T1052/001/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Web Service T1567,Exfiltration to Code Repository T1567.001,,,,,,,,,https://attack.mitre.org/techniques/T1567/001/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Exfiltration Over Web Service T1567,Exfiltration to Cloud Storage T1567.002,,,,,,,,,https://attack.mitre.org/techniques/T1567/002/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Scheduled Transfer T1029,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1029/,
Predict,Security Assesment,OS Penetration Testing,Exfiltration,Transfer Data to Cloud Account T1537,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1537/,
Predict,Security Assesment,OS Penetration Testing,Impact,Account Access Removal T1531,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1531/,
Predict,Security Assesment,OS Penetration Testing,Impact,Data Destruction T1485,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1485/,
Predict,Security Assesment,OS Penetration Testing,Impact,Data Encrypted for Impact T1486,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1486/,
Predict,Security Assesment,OS Penetration Testing,Impact,Data Manipulation T1565,Stored Data Manipulation T1565.001,,,,,,,,,https://attack.mitre.org/techniques/T1565/001/,
Predict,Security Assesment,OS Penetration Testing,Impact,Data Manipulation T1565,Transmitted Data Manipulation T1565.002,,,,,,,,,https://attack.mitre.org/techniques/T1565/002/,
Predict,Security Assesment,OS Penetration Testing,Impact,Data Manipulation T1565,Runtime Data Manipulation 1565.003,,,,,,,,,https://attack.mitre.org/techniques/T1565/003/,
Predict,Security Assesment,OS Penetration Testing,Impact,Defacement T1491,Internal Defacement T1491.001,,,,,,,,,https://attack.mitre.org/techniques/T1491/001/,
Predict,Security Assesment,OS Penetration Testing,Impact,Defacement T1491,External Defacement T1491.002,,,,,,,,,https://attack.mitre.org/techniques/T1491/002/,
Predict,Security Assesment,OS Penetration Testing,Impact,Disk Wipe T1561,Disk Content Wipe T1561.001,,,,,,,,,https://attack.mitre.org/techniques/T1561/001/,
Predict,Security Assesment,OS Penetration Testing,Impact,Disk Wipe T1561,Disk Structure Wipe T1561.002,,,,,,,,,https://attack.mitre.org/techniques/T1561/002/,
Predict,Security Assesment,OS Penetration Testing,Impact,Endpoint Denial of Service T1499,OS Exhaustion Flood T1499.001,,,,,,,,,https://attack.mitre.org/techniques/T1499/001/,
Predict,Security Assesment,OS Penetration Testing,Impact,Endpoint Denial of Service T1499,Service Exhaustion Flood T1499.002,,,,,,,,,https://attack.mitre.org/techniques/T1499/002/,
Predict,Security Assesment,OS Penetration Testing,Impact,Endpoint Denial of Service T1499,Application Exhaustion Flood T1499.003,,,,,,,,,https://attack.mitre.org/techniques/T1499/003/,
Predict,Security Assesment,OS Penetration Testing,Impact,Endpoint Denial of Service T1499,Application or System Exploitation 1499.004,,,,,,,,,https://attack.mitre.org/techniques/T1499/004/,
Predict,Security Assesment,OS Penetration Testing,Impact,Firmware Corruption T1495,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1495/,
Predict,Security Assesment,OS Penetration Testing,Impact,Inhibit System Recovery T1490,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1490/,
Predict,Security Assesment,OS Penetration Testing,Impact,Network Denial of Service T1498,Direct Network Flood T1498.001,,,,,,,,,https://attack.mitre.org/techniques/T1498/001/,
Predict,Security Assesment,OS Penetration Testing,Impact,Network Denial of Service T1498,Reflection Amplification T1498.002,,,,,,,,,https://attack.mitre.org/techniques/T1498/002/,
Predict,Security Assesment,OS Penetration Testing,Impact,Resource Hijacking T1496,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1496/,
Predict,Security Assesment,OS Penetration Testing,Impact,Service Stop T1489,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1489/,
Predict,Security Assesment,OS Penetration Testing,Impact,System Shutdown/Reboot T1529,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1529/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Data from Cloud Storage Object T1530,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1530/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Data from Information Repositories T1213,Confluence T1213.001,,,,,,,,,https://attack.mitre.org/techniques/T1213/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Data from Information Repositories T1213,Sharepoint T1213.002,,,,,,,,,https://attack.mitre.org/techniques/T1213/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Data from Information Repositories T1213,Code Repositories T1213.003,,,,,,,,,https://attack.mitre.org/techniques/T1213/003/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Data Staged T1074,Local Data Staging T1074.001,,,,,,,,,https://attack.mitre.org/techniques/T1074/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Data Staged T1074,Remote Data Staging T1074.002,,,,,,,,,https://attack.mitre.org/techniques/T1074/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Email Collection T1114,Local Email Collection T1114.001,,,,,,,,,https://attack.mitre.org/techniques/T1114/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Email Collection T1114,Remote Email Collection T1114.002,,,,,,,,,https://attack.mitre.org/techniques/T1114/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Collection,Email Collection T1114,Email Forwarding Rule T1114.003,,,,,,,,,https://attack.mitre.org/techniques/T1114/003/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Brute Force T1110,Password Guessing T1110.001,,,,,,,,,https://attack.mitre.org/techniques/T1110/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Brute Force T1110,Password Cracking T1110.002,,,,,,,,,https://attack.mitre.org/techniques/T1110/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Brute Force T1110,Password Spraying T1110.003,,,,,,,,,https://attack.mitre.org/techniques/T1110/003/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Brute Force T1110,Credential Stuffing T1110.004,,,,,,,,,https://attack.mitre.org/techniques/T1110/004/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Forge Web Credentials T1606,Web Cookies T1606.001,,,,,,,,,https://attack.mitre.org/techniques/T1606/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Forge Web Credentials T1606,SAML Tokens T1606.002,,,,,,,,,https://attack.mitre.org/techniques/T1606/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Steal Application Access Token T1528,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1528/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Steel Web Session Cookie T1539,No sub-technique,,,,,,,,,https://attack.mitre.org/techniques/T1539/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Credentials In Files T1552.001,,,,,,,,,https://attack.mitre.org/techniques/T1552/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Credentials in Registry T1552.002,,,,,,,,,https://attack.mitre.org/techniques/T1552/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Bash History T1552.003,,,,,,,,,https://attack.mitre.org/techniques/T1552/003/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Private Keys T1552.004,,,,,,,,,https://attack.mitre.org/techniques/T1552/004/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Cloud Instance Metadata API T1552.005,,,,,,,,,https://attack.mitre.org/techniques/T1552/005/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Group Policy Preferences T1552.006,,,,,,,,,https://attack.mitre.org/techniques/T1552/006/,
Predict,Security Assesment,Cloud Based Penetration testing ,Credential Access,Unsecured Credentials T1552,Container API T1552.007,,,,,,,,,https://attack.mitre.org/techniques/T1552/007/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Domain Policy Modification T1484,Group Policy Modification T1484.001,,,,,,,,,https://attack.mitre.org/techniques/T1484/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Domain Policy Modification T1484,Domain Trust Modification T1484.002,,,,,,,,,https://attack.mitre.org/techniques/T1484/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Hidden files and directories T1564.001,,,,,,,,,https://attack.mitre.org/techniques/T1564/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Hidden Users T1564.002,,,,,,,,,https://attack.mitre.org/techniques/T1564/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Hidden Window T1564.003,,,,,,,,,https://attack.mitre.org/techniques/T1564/003/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,NTFS File Attributes T1564.004,,,,,,,,,https://attack.mitre.org/techniques/T1564/004/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Hidden File System T1564.005,,,,,,,,,https://attack.mitre.org/techniques/T1564/005/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Run Virtual Instance T1564.006,,,,,,,,,https://attack.mitre.org/techniques/T1564/006/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,VBA Stomping T1564.007,,,,,,,,,https://attack.mitre.org/techniques/T1564/007/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Email Hiding Rules T1564.008,,,,,,,,,https://attack.mitre.org/techniques/T1564/008/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Hide Artifacts T1564,Resource Forking T1564.009,,,,,,,,,https://attack.mitre.org/techniques/T1564/009/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Disable or Modify Tools T1562.001,,,,,,,,,https://attack.mitre.org/techniques/T1562/001/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Disable Windows Event Logging T1562.002,,,,,,,,,https://attack.mitre.org/techniques/T1562/002/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Impair Command History Logging T1562.003,,,,,,,,,https://attack.mitre.org/techniques/T1562/003/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Disable or Modify System Firewall T1562.004,,,,,,,,,https://attack.mitre.org/techniques/T1562/004/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Indicator Blocking T1562.006,,,,,,,,,https://attack.mitre.org/techniques/T1562/006/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Disable or Modify Cloud Firewall T1562.007,,,,,,,,,https://attack.mitre.org/techniques/T1562/007/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Disable Cloud Logs T1562.008,,,,,,,,,https://attack.mitre.org/techniques/T1562/008/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Safe Mode Boot T1562.009,,,,,,,,,https://attack.mitre.org/techniques/T1562/009/,
Predict,Security Assesment,Cloud Based Penetration testing ,Defense Evasion,Impair Defenses T1562,Downgrade Attack T1562.010,,,,,,,,,https://attack.mitre.org/techniques/T1562/010/,
